text,label,source,timestamp
Latest News & Updates. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,0,BBC,2025-06-21T14:35:47.619305
"Latest News & Updates. Why Ukraine is one of the world's most digital countries

Despite the war, Ukraine has developed of the most advanced systems for digital government services.",0,BBC,2025-06-21T14:35:47.836601
"US & Canada. How one US weapon could change the course of the Israel-Iran conflict

Iran's Fordo nuclear site is one of the most heavily fortified. There's only one conventional weapon that could destroy it - and only the US is known to have it.",0,BBC,2025-06-21T14:35:48.037069
"Latest News & Updates. Girl's message in a bottle gets reply 31 years later

The primary pupil from Moray in the north east of Scotland sent out her message in 1994 and it finally turned up across the North Sea in Norway.",0,BBC,2025-06-21T14:35:48.289011
"Latest News & Updates. Why today's assisted dying vote is so significant

The debate around assisted dying has been a polarised one - and there are still hurdles to cross before it will be a reality here.",0,BBC,2025-06-21T14:35:48.484309
"Latest News & Updates. 'Law change alone not enough to help homeless'

Charities in Yorkshire say decriminalising homelessness must come with further support measures.",0,BBC,2025-06-21T14:35:48.706251
"Latest News & Updates. More photos released by police in appeal over recent disorder

The Police Service of Northern Ireland (PSNI) has released images of two more people they would like to speak to about the recent disorder in Ballymena.",0,BBC,2025-06-21T14:35:49.019163
"Northern Ireland Politics. Robust debate? We could do it by email, says Stormont speaker

The standards of debate in the NI Assembly mean “we could do it by email”, the Stormont speaker has said.",0,BBC,2025-06-21T14:35:49.565764
"Latest News & Updates. Scotland's papers: 'Financial vandalism' at uni and Iran conflict

A damning report into the crisis at Dundee university and the US' involvement in the conflict in the Middle East make the front pages.",0,BBC,2025-06-21T14:35:50.570400
Latest News & Updates. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,0,BBC,2025-06-21T14:35:51.062766
"Latest News & Updates. Four charged with arson after 18 months

It has taken 18 months for charges after four people were arrested in December 2023.",0,BBC,2025-06-21T14:35:51.566215
"Latest News & Updates. MPs narrowly back legalising assisted dying in England and Wales by 23 votes

After several hours of emotional debate, MPs voted in favour of the bill which will now be scrutinised by the House of Lords.",0,BBC,2025-06-21T14:35:51.957339
"Latest News & Updates. Three decades, one leader - how Eritreans had their hopes dashed

Isaias Afwerki promised elections when he came to power in 1991 but these have still not been held.",0,BBC,2025-06-21T14:35:52.165280
"Latest News & Updates. What the capsizing and relaunching of a warship tells us about North Korea's regime

The intrigue has less to do with the failure itself and more with how Kim Jong Un reacted.",0,BBC,2025-06-21T14:35:52.491362
"Latest News & Updates. China's electric cars are becoming slicker and cheaper - but is there a deeper cost?

The future for EVs will inevitably involve China. But where does that leave the UK and Europe markets – and what of the questions around national security?",0,BBC,2025-06-21T14:35:53.006548
Latest News & Updates. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,0,BBC,2025-06-21T14:38:13.685071
"Latest News & Updates. Why Ukraine is one of the world's most digital countries

Despite the war, Ukraine has developed of the most advanced systems for digital government services.",0,BBC,2025-06-21T14:38:14.026538
"US & Canada. How one US weapon could change the course of the Israel-Iran conflict

Iran's Fordo nuclear site is one of the most heavily fortified. There's only one conventional weapon that could destroy it - and only the US is known to have it.",0,BBC,2025-06-21T14:38:14.774650
"Latest News & Updates. Girl's message in a bottle gets reply 31 years later

The primary pupil from Moray in the north east of Scotland sent out her message in 1994 and it finally turned up across the North Sea in Norway.",0,BBC,2025-06-21T14:38:15.087736
"Latest News & Updates. Why today's assisted dying vote is so significant

The debate around assisted dying has been a polarised one - and there are still hurdles to cross before it will be a reality here.",0,BBC,2025-06-21T14:38:15.414579
"Latest News & Updates. Enjoying the sun across the North East and Cumbria

A selection of our favourite images from the North East and Cumbria as temperatures hit 29C.",0,BBC,2025-06-21T14:38:15.645439
"Latest News & Updates. More photos released by police in appeal over recent disorder

The Police Service of Northern Ireland (PSNI) has released images of two more people they would like to speak to about the recent disorder in Ballymena.",0,BBC,2025-06-21T14:38:15.890306
"Northern Ireland Politics. Robust debate? We could do it by email, says Stormont speaker

The standards of debate in the NI Assembly mean “we could do it by email”, the Stormont speaker has said.",0,BBC,2025-06-21T14:38:16.072640
"Latest News & Updates. Scotland's papers: 'Financial vandalism' at uni and Iran conflict

A damning report into the crisis at Dundee university and the US' involvement in the conflict in the Middle East make the front pages.",0,BBC,2025-06-21T14:38:16.296390
Latest News & Updates. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,0,BBC,2025-06-21T14:38:16.501056
"Latest News & Updates. Four charged with arson after 18 months

It has taken 18 months for charges after four people were arrested in December 2023.",0,BBC,2025-06-21T14:38:16.705851
"Latest News & Updates. MPs narrowly back legalising assisted dying in England and Wales by 23 votes

After several hours of emotional debate, MPs voted in favour of the bill which will now be scrutinised by the House of Lords.",0,BBC,2025-06-21T14:38:16.867627
"Latest News & Updates. Three decades, one leader - how Eritreans had their hopes dashed

Isaias Afwerki promised elections when he came to power in 1991 but these have still not been held.",0,BBC,2025-06-21T14:38:17.080227
"Latest News & Updates. What the capsizing and relaunching of a warship tells us about North Korea's regime

The intrigue has less to do with the failure itself and more with how Kim Jong Un reacted.",0,BBC,2025-06-21T14:38:17.285249
"Latest News & Updates. China's electric cars are becoming slicker and cheaper - but is there a deeper cost?

The future for EVs will inevitably involve China. But where does that leave the UK and Europe markets – and what of the questions around national security?",0,BBC,2025-06-21T14:38:17.480041
Latest News & Updates. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,0,BBC,2025-06-21T14:39:22.584888
"Latest News & Updates. Why Ukraine is one of the world's most digital countries

Despite the war, Ukraine has developed of the most advanced systems for digital government services.",0,BBC,2025-06-21T14:39:23.409558
"US & Canada. How one US weapon could change the course of the Israel-Iran conflict

Iran's Fordo nuclear site is one of the most heavily fortified. There's only one conventional weapon that could destroy it - and only the US is known to have it.",0,BBC,2025-06-21T14:39:23.619704
"Latest News & Updates. Girl's message in a bottle gets reply 31 years later

The primary pupil from Moray in the north east of Scotland sent out her message in 1994 and it finally turned up across the North Sea in Norway.",0,BBC,2025-06-21T14:39:24.016111
"Latest News & Updates. Why today's assisted dying vote is so significant

The debate around assisted dying has been a polarised one - and there are still hurdles to cross before it will be a reality here.",0,BBC,2025-06-21T14:39:24.318581
"Latest News & Updates. Enjoying the sun across the North East and Cumbria

A selection of our favourite images from the North East and Cumbria as temperatures hit 29C.",0,BBC,2025-06-21T14:39:24.554715
"Latest News & Updates. More photos released by police in appeal over recent disorder

The Police Service of Northern Ireland (PSNI) has released images of two more people they would like to speak to about the recent disorder in Ballymena.",0,BBC,2025-06-21T14:39:25.187138
"Northern Ireland Politics. Robust debate? We could do it by email, says Stormont speaker

The standards of debate in the NI Assembly mean “we could do it by email”, the Stormont speaker has said.",0,BBC,2025-06-21T14:39:25.553325
"Latest News & Updates. Scotland's papers: 'Financial vandalism' at uni and Iran conflict

A damning report into the crisis at Dundee university and the US' involvement in the conflict in the Middle East make the front pages.",0,BBC,2025-06-21T14:39:25.912529
Latest News & Updates. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,0,BBC,2025-06-21T14:39:26.444444
"Latest News & Updates. Four charged with arson after 18 months

It has taken 18 months for charges after four people were arrested in December 2023.",0,BBC,2025-06-21T14:39:26.681007
"Latest News & Updates. MPs narrowly back legalising assisted dying in England and Wales by 23 votes

After several hours of emotional debate, MPs voted in favour of the bill which will now be scrutinised by the House of Lords.",0,BBC,2025-06-21T14:39:27.129654
"Latest News & Updates. Three decades, one leader - how Eritreans had their hopes dashed

Isaias Afwerki promised elections when he came to power in 1991 but these have still not been held.",0,BBC,2025-06-21T14:39:27.591425
"Latest News & Updates. What the capsizing and relaunching of a warship tells us about North Korea's regime

The intrigue has less to do with the failure itself and more with how Kim Jong Un reacted.",0,BBC,2025-06-21T14:39:28.051472
"Latest News & Updates. China's electric cars are becoming slicker and cheaper - but is there a deeper cost?

The future for EVs will inevitably involve China. But where does that leave the UK and Europe markets – and what of the questions around national security?",0,BBC,2025-06-21T14:39:28.465076
Latest News & Updates. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,0,BBC,2025-06-21T14:40:22.650426
"Latest News & Updates. Why Ukraine is one of the world's most digital countries

Despite the war, Ukraine has developed of the most advanced systems for digital government services.",0,BBC,2025-06-21T14:40:22.870578
"US & Canada. How one US weapon could change the course of the Israel-Iran conflict

Iran's Fordo nuclear site is one of the most heavily fortified. There's only one conventional weapon that could destroy it - and only the US is known to have it.",0,BBC,2025-06-21T14:40:23.079391
"Latest News & Updates. Girl's message in a bottle gets reply 31 years later

The primary pupil from Moray in the north east of Scotland sent out her message in 1994 and it finally turned up across the North Sea in Norway.",0,BBC,2025-06-21T14:40:23.295197
"Latest News & Updates. Why today's assisted dying vote is so significant

The debate around assisted dying has been a polarised one - and there are still hurdles to cross before it will be a reality here.",0,BBC,2025-06-21T14:40:23.523535
"Latest News & Updates. Enjoying the sun across the North East and Cumbria

A selection of our favourite images from the North East and Cumbria as temperatures hit 29C.",0,BBC,2025-06-21T14:40:23.753630
"Latest News & Updates. More photos released by police in appeal over recent disorder

The Police Service of Northern Ireland (PSNI) has released images of two more people they would like to speak to about the recent disorder in Ballymena.",0,BBC,2025-06-21T14:40:24.022074
"Northern Ireland Politics. Robust debate? We could do it by email, says Stormont speaker

The standards of debate in the NI Assembly mean “we could do it by email”, the Stormont speaker has said.",0,BBC,2025-06-21T14:40:24.189394
"Latest News & Updates. Scotland's papers: 'Financial vandalism' at uni and Iran conflict

A damning report into the crisis at Dundee university and the US' involvement in the conflict in the Middle East make the front pages.",0,BBC,2025-06-21T14:40:24.421730
Latest News & Updates. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,0,BBC,2025-06-21T14:40:24.620211
"Latest News & Updates. Four charged with arson after 18 months

It has taken 18 months for charges after four people were arrested in December 2023.",0,BBC,2025-06-21T14:40:24.865867
"Latest News & Updates. MPs narrowly back legalising assisted dying in England and Wales by 23 votes

After several hours of emotional debate, MPs voted in favour of the bill which will now be scrutinised by the House of Lords.",0,BBC,2025-06-21T14:40:25.060533
"Latest News & Updates. Three decades, one leader - how Eritreans had their hopes dashed

Isaias Afwerki promised elections when he came to power in 1991 but these have still not been held.",0,BBC,2025-06-21T14:40:25.303967
"Latest News & Updates. What the capsizing and relaunching of a warship tells us about North Korea's regime

The intrigue has less to do with the failure itself and more with how Kim Jong Un reacted.",0,BBC,2025-06-21T14:40:25.522543
"Latest News & Updates. China's electric cars are becoming slicker and cheaper - but is there a deeper cost?

The future for EVs will inevitably involve China. But where does that leave the UK and Europe markets – and what of the questions around national security?",0,BBC,2025-06-21T14:40:25.729857
